"TIME","GEO","UNIT","DIRECT","NA_ITEM","Value","Flag and Footnotes"
"2015","DEA5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,500","e"
"2015","DEB","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,500","e"
"2015","DEB1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,700","e"
"2015","DEB2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,700","e"
"2015","DEB3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,300","e"
"2015","DEC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000","e"
"2015","DEC0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000","e"
"2015","DED","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,000","e"
"2015","DED2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,200","e"
"2015","DED4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,300","e"
"2015","DED5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600","e"
"2015","DEE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,200","e"
"2015","DEE0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,200","e"
"2015","DEF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,400","e"
"2015","DEF0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,400","e"
"2015","DEG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,200","e"
"2015","DEG0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,200","e"
"2015","EE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,000",""
"2015","IE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2015","IE0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2015","IE04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,400",""
"2015","IE05","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,000",""
"2015","IE06","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,600",""
"2015","EL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,900","p"
"2015","EL5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,700","p"
"2015","EL51","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,800","p"
"2015","EL52","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,900","p"
"2015","EL53","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,600","p"
"2015","EL54","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,400","p"
"2015","EL6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,300","p"
"2015","EL61","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,200","p"
"2015","EL62","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800","p"
"2015","EL63","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,600","p"
"2015","EL64","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,200","p"
"2015","EL65","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,400","p"
"2015","EL3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900","p"
"2015","EL30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900","p"
"2015","EL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,300","p"
"2015","EL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,100","p"
"2015","EL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,300","p"
"2015","EL43","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,000","p"
"2015","ES","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,700",""
"2015","ES1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,900",""
"2015","ES11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,700",""
"2015","ES12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,200",""
"2015","ES13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,600",""
"2015","ES2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,700",""
"2015","ES21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,900",""
"2015","ES22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,500",""
"2015","ES23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,500",""
"2015","ES24","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,700",""
"2015","ES3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,700",""
"2015","ES30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,700",""
"2015","ES4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,400",""
"2015","ES41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,800",""
"2015","ES42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,800",""
"2015","ES43","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,100",""
"2015","ES5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,700",""
"2015","ES51","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,700",""
"2015","ES52","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,700",""
"2015","ES53","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,600",""
"2015","ES6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,900",""
"2015","ES61","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800",""
"2015","ES62","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,700",""
"2015","ES63","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,700",""
"2015","ES64","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,500",""
"2015","ES7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,300",""
"2015","ES70","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,300",""
"2015","ESZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","ESZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","FR","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,900",""
"2015","FR1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","30,400",""
"2015","FR10","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","30,400",""
"2015","FRB","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,500",""
"2015","FRB0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,500",""
"2015","FRC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,900",""
"2015","FRC1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2015","FRC2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,100",""
"2015","FRD","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2015","FRD1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,000",""
"2015","FRD2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,300",""
"2015","FRE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,800",""
"2015","FRE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2015","FRE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,800",""
"2015","FRF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,700",""
"2015","FRF1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,500",""
"2015","FRF2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,200",""
"2015","FRF3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,000",""
"2015","FRG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,100",""
"2015","FRG0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,100",""
"2015","FRH","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600",""
"2015","FRH0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600",""
"2015","FRI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2015","FRI1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,300",""
"2015","FRI2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,500",""
"2015","FRI3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,900",""
"2015","FRJ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,300",""
"2015","FRJ1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,900",""
"2015","FRJ2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,700",""
"2015","FRK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,200",""
"2015","FRK1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600",""
"2015","FRK2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2015","FRL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,200",""
"2015","FRL0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,200",""
"2015","FRM","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,000",""
"2015","FRM0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,000",""
"2015","FRY","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,200",""
"2015","FRY1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,800",""
"2015","FRY2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,200",""
"2015","FRY3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,800",""
"2015","FRY4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,400",""
"2015","FRY5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,000",""
"2015","FRZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","FRZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","HR","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2015","HR0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2015","HR03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,000",""
"2015","HR04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,300",""
"2015","IT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,700",""
"2015","ITC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,400",""
"2015","ITC1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,200",""
"2015","ITC2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,500",""
"2015","ITC3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,600",""
"2015","ITC4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,800",""
"2015","ITH","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,200",""
"2015","ITH1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,100",""
"2015","ITH2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,800",""
"2015","ITH3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2015","ITH4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,700",""
"2015","ITH5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,300",""
"2015","ITI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,500",""
"2015","ITI1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,900",""
"2015","ITI2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,700",""
"2015","ITI3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2015","ITI4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,800",""
"2015","ITF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,800",""
"2015","ITF1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,800",""
"2015","ITF2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,800",""
"2015","ITF3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,400",""
"2015","ITF4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,800",""
"2015","ITF5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,000",""
"2015","ITF6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,400",""
"2015","ITG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,500",""
"2015","ITG1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,100",""
"2015","ITG2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,800",""
"2015","ITZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","CY","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,200",""
"2015","CY0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,200",""
"2015","CY00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,200",""
"2015","LV","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,000",""
"2015","LV0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,000",""
"2015","LV00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,000",""
"2015","LT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,000",""
"2015","LT0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,000",""
"2015","LT01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,000",""
"2015","LT02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,300",""
"2015","LU","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","35,800",""
"2015","LU0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","35,800",""
"2015","LU00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","35,800",""
"2015","HU","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,500",""
"2015","HU1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,400",""
"2015","HU11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,400",""
"2015","HU12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,900",""
"2015","HU2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2015","HU21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,500",""
"2015","HU22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,500",""
"2015","HU23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,400",""
"2015","HU3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,200",""
"2015","HU31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,000",""
"2015","HU32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,100",""
"2015","HU33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,500",""
"2015","HUZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","HUZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","NL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,900",""
"2015","NL1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,800",""
"2015","NL11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,400",""
"2015","NL12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,600",""
"2015","NL13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,500",""
"2015","NL2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2015","NL21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,600",""
"2015","NL22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,900",""
"2015","NL23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,300",""
"2015","NL3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,500",""
"2015","NL31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,900",""
"2015","NL32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,500",""
"2015","NL33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,600",""
"2015","NL34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,700",""
"2015","NL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,200",""
"2015","NL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,000",""
"2015","NL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,600",""
"2015","AT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,400",""
"2015","AT1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,300",""
"2015","AT11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,700",""
"2015","AT12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,400",""
"2015","AT13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,300",""
"2015","AT2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,000",""
"2015","AT21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2015","AT22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,200",""
"2015","AT3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,400",""
"2015","AT31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,900",""
"2015","AT32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,600",""
"2015","AT33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,800",""
"2015","AT34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,100",""
"2015","ATZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","ATZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","PL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,900",""
"2015","PL2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,900",""
"2015","PL21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,400",""
"2015","PL22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,200",""
"2015","PL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,800",""
"2015","PL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,300",""
"2015","PL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,400",""
"2015","PL43","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,900",""
"2015","PL5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,900",""
"2015","PL51","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,200",""
"2015","PL52","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,800",""
"2015","PL6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,100",""
"2015","PL61","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,800",""
"2015","PL62","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,600",""
"2015","PL63","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,700",""
"2015","PL7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2015","PL71","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,600",""
"2015","PL72","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,500",""
"2015","PL8","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,300",""
"2015","PL81","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,500",""
"2015","PL82","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,100",""
"2015","PL84","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,400",""
"2015","PL9","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,600",""
"2015","PL91","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,200",""
"2015","PL92","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,400",""
"2015","PT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800",""
"2015","PT1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800",""
"2015","PT11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,200",""
"2015","PT15","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,500",""
"2015","PT16","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,500",""
"2015","PT17","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,200",""
"2015","PT18","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,700",""
"2015","PT2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,700",""
"2015","PT20","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,700",""
"2015","PT3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,700",""
"2015","PT30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,700",""
"2015","PTZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","PTZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2015","RO","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,400",""
"2015","RO1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,200",""
"2015","RO11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,100",""
"2015","RO12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,200",""
"2015","RO2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,100",""
"2015","RO21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,800",""
"2015","RO22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,600",""
"2015","RO3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2015","RO31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,300",""
"2015","RO32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,900",""
"2015","RO4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,100",""
"2015","RO41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,100",""
"2015","RO42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,100",""
"2015","SI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,300",""
"2015","SI0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,300",""
"2015","SI03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800",""
"2015","SI04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900",""
"2015","SK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,800",""
"2015","SK0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,800",""
"2015","SK01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,900",""
"2015","SK02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,400",""
"2015","SK03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,200",""
"2015","SK04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,800",""
"2015","FI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,200",""
"2015","FI1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,200",""
"2015","FI19","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2015","FI1B","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,700",""
"2015","FI1C","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,400",""
"2015","FI1D","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2015","FI2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,400",""
"2015","FI20","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,400",""
"2015","SE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,900",""
"2015","SE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,500",""
"2015","SE11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","32,000",""
"2015","SE12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,900",""
"2015","SE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,800",""
"2015","SE21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2015","SE22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,200",""
"2015","SE23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,900",""
"2015","SE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,800",""
"2015","SE31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,400",""
"2015","SE32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2015","SE33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,600",""
"2015","UK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,800",""
"2015","UKC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,100",""
"2015","UKC1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,400",""
"2015","UKC2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2015","UKD","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,900",""
"2015","UKD1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,700",""
"2015","UKD3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,400",""
"2015","UKD4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,300",""
"2015","UKD6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,900",""
"2015","UKD7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,100",""
"2015","UKE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,200",""
"2015","UKE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,000",""
"2015","UKE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,200",""
"2015","UKE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,500",""
"2015","UKE4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000",""
"2015","UKF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,000",""
"2015","UKF1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,200",""
"2015","UKF2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,600",""
"2015","UKF3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2015","UKG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,000",""
"2015","UKG1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,200",""
"2015","UKG2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,900",""
"2015","UKG3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,000",""
"2015","UKH","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","30,500",""
"2015","UKH1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,200",""
"2015","UKH2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","35,300",""
"2015","UKH3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","30,000",""
"2015","UKI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","43,700",""
"2015","UKI3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","84,200",""
"2015","UKI4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","38,300",""
"2015","UKI5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","31,100",""
"2015","UKI6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","39,500",""
"2015","UKI7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","41,300",""
"2015","UKJ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","33,900",""
"2015","UKJ1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","37,600",""
"2015","UKJ2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","36,300",""
